review_id,unit_id,brand,product,review_text,rating,lang,country,category,power_source_type_salience,rechargeable_design_salience,usb_c_charging_salience,charging_dock_base_salience,battery_type_aa_salience,battery_type_aaa_salience,battery_included_salience,battery_life_duration_salience,wall_plug_included_salience,motor_origin_salience,blade_material_japanese_steel_salience,blade_sharpness_salience,blade_hair_pulling_salience,motor_power_rpm_salience,blade_width_salience,blade_replaceable_salience,ceramic_blade_salience,cutting_precision_salience,foil_shaver_head_salience,waterproof_rating_ipx8_salience,shower_use_safe_salience,rinse_under_tap_salience,wet_dry_dual_use_salience,num_grooming_functions_salience,beard_trimming_function_salience,nose_hair_trimming_function_salience,ear_hair_trimming_function_salience,eyebrow_trimming_function_salience,mustache_trimming_function_salience,sideburn_trimming_function_salience,chest_body_hair_function_salience,peach_fuzz_removal_salience,pet_grooming_function_salience,haircutting_head_function_salience,adjustable_comb_settings_salience,min_cut_length_mm_salience,max_cut_length_mm_salience,guide_comb_variety_salience,stepless_adjustment_salience,speed_settings_salience,pen_shaped_design_salience,product_weight_g_salience,grip_ergonomics_salience,handle_slipperiness_salience,compact_size_salience,color_style_aesthetics_salience,protective_cap_cover_salience,dust_proof_cover_salience,blade_head_storage_base_salience,travel_suitability_salience,carrying_case_pouch_salience,storage_box_tray_salience,cordless_during_use_salience,total_attachments_count_salience,cleaning_brush_included_salience,maintenance_oil_included_salience,spare_blade_included_salience,instruction_manual_quality_salience,rounded_blade_tip_salience,painless_operation_salience,skin_friendly_blade_salience,low_noise_operation_salience,low_vibration_design_salience,build_quality_perception_salience,product_longevity_salience,plastic_material_quality_salience,motor_durability_salience,attachment_fitment_salience,ease_of_use_overall_salience,ease_of_cleaning_salience,head_change_ease_salience,on_off_switch_design_salience,initial_setup_ease_salience,gift_packaging_quality_salience,gift_suitability_men_salience,gift_suitability_women_salience,box_presentation_salience,price_value_ratio_salience,budget_tier_positioning_salience,competitor_brand_comparison_salience,primary_user_gender_salience,unisex_suitability_salience,beginner_friendliness_salience,couple_shared_use_salience,professional_home_positioning_salience,blade_small_head_size_salience,rotary_blade_type_salience,integrated_length_dial_salience,product_listing_accuracy_salience,brand_trust_loyalty_salience,repeat_purchase_intent_salience,cut_smoothness_salience,operation_vibration_feel_salience,thick_hair_handling_salience,trimming_evenness_salience,grey_hair_handling_salience,close_shave_capability_salience,fine_hair_precision_salience,social_gifting_context_salience,shareable_between_partners_salience,battery_independence_salience,narrow_cutter_head_salience,attachment_nose_head_size_fit_salience,product_dimensions_size_salience,battery_cover_ease_salience,multi_use_versatility_score_salience,maintenance_requirement_salience,waterproof_body_full_salience,grooming_kit_completeness_salience,lightweight_design_salience,eyebrow_comb_attachment_salience,quick_touch_up_design_salience,product_perceived_premium_salience,grooming_angle_control_salience
JP_R000196,JP_R000196,URBANER,B001K85BN2,"充電池の使用は推奨していないみたいだが、
いまのところ不具合もなく充電池でも充分使用できてる",5,ja,JP,001_Beard_Mustache_Trimmers,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000197,JP_R000197,URBANER,B001K85BN2,"油をさす必要があって
その油でヒゲがまとまりついて
なかなかとれない
ブラウンより刃先の間隔細くて日本的たが
使い勝手の総合バランスでいったらブラウンが良かった
でも安いからコスパはこっちが良いか",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000198,JP_R000198,URBANER,B001K85BN2,"手触り感、使い心地全て5星です。
3センチと6センチの中間の髭カットが出来たら最高です。次作に期待して星4で。",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
JP_R000199,JP_R000199,URBANER,B001K85BN2,一番短くしてうっすら気味にヒゲを残している。全部綺麗に剃るより楽です。,5,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
JP_R000200,JP_R000200,URBANER,B001K85BN2,トリマーとしての機能は満足しているが、購入する前に、電池式だったのが気がつかず、買い直すか検討中,2,ja,JP,001_Beard_Mustache_Trimmers,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000201,JP_R000201,URBANER,B001K85BN2,ずっと使っていたフィリップスのヒゲトリマーのコードが劣化して来たのでこれを購入した。毎回掃除してオイルを差さないと駄目だし、パワーもないし、同じところを何回も往復しないと整わない。全く使えない。一度使ったので返品はせずエマージェンシー用に持っておくが、家電類も国内メーカーは本当にだめになったと痛感する。フィリップスを買い足すことにした。オイルも差さなくていいし。日本メーカーちょっとやばいかも。,1,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000202,JP_R000202,URBANER,B001K85BN2,"1台目はメンテナンスもあまりしてませんでしたが十二、三年使用して、いよいよ動かなくなったので
再度購入させて頂きました！手軽に髭を整える事ができる良い商品だと思います。",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0
JP_R000203,JP_R000203,URBANER,B001K85BN2,電動髭剃りは、水洗いをしたりと掃除が面倒ですが、この髭剃り機はそれに加えて専用オイルを注入しなければなりません。,3,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000204,JP_R000204,URBANER,B001K85BN2,"全くパワーなし、本当にパナソニックでしょうか
顎ヒゲ整えるのに購入しましたがあまりにも剃っていかないので他のを購入しました(中国製)全然パワー感が違い国産と思い購入しましたが最初からこちらを購入しとけば…パナソニック製品ですが全くオススメ出来ない商品です",1,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000205,JP_R000205,URBANER,B001K85BN2,"髪の毛なら分かるけど最小3ミリは長いよ。
以前使ってのには1ミリがあったから清潔感出てたんだけど。
今は1ミリのを探してます。
なので一度しか使ってないのでバッテリーの持続時間も分かりません。
20年前のは単三電池2本でももっとコンパクトだったなー。
昔のを切れなくなったらクレンザーに羽先を浸して電源入れて研いで使ってます。",1,ja,JP,001_Beard_Mustache_Trimmers,6,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000206,JP_R000206,URBANER,B001K85BN2,この金額でこの内容なら文句なくコスパ最高です。,3,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000207,JP_R000207,URBANER,B001K85BN2,"アタッチメント着脱式により、使用後に刃の部分を取り外すのですが、中が折れてハマらなくなりました。
そのため一回しか使えませんでした。

保証書もありましたが、Amazonのため、購入店舗も記載されず、値段も安いしめんどくさいので新しいものを買うことにしました。",1,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000208,JP_R000208,URBANER,B001K85BN2,"旧モデルより大きくなって電池が単三から単四にパワーもダウン、無意味なデザイン
すぐさま、返品。",1,ja,JP,001_Beard_Mustache_Trimmers,6,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000209,JP_R000209,URBANER,B001K85BN2,"コンパクトで、電池を入れたら使えます。
コスパ仕様",4,ja,JP,001_Beard_Mustache_Trimmers,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000210,JP_R000210,URBANER,B001K85BN2,6ミリで使ってますがアタッチメントの角度がイマイチ使いにくいですね,4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
JP_R000211,JP_R000211,URBANER,B001K85BN2,ヒゲのサイズの微調整が段階的にしかないので切りたい長さを微調整はできません。3-6-8mmというふうに。,4,ja,JP,001_Beard_Mustache_Trimmers,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
JP_R000212,JP_R000212,URBANER,B001K85BN2,"どこが悪いということはない　前に使ってたものと比べて力不足を感じる　繊細さは良いけど
メーカの勧めは毎回刃にオイル、刃を外して中の摺動部にもオイル、ちょっと面倒。",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000213,JP_R000213,URBANER,B001K85BN2,"メーカーも良いが、非常に使いやすいです。
文句無しで髭を整えるならお勧めします。",3,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000214,JP_R000214,URBANER,B001K85BN2,"箱が破損する程度には雑に開封した商品が届きました。気にする方は注意が要ります。
返品せず使用します。",3,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000215,JP_R000215,URBANER,B001K85BN2,使ったあと、掃除が必要です。それだけならまだしも、3箇所にオイルをさす必要があります。面倒。。。,2,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
JP_R000216,JP_R000216,URBANER,B001K85BN2,"２３年２月より使用開始
バッテリー式に比べて軽いので手が疲れにくい
アタッチメントの取外時がスムーズに行えるのにガタつかない
パワー不足を否めない。度々痛みを感じる

以前使っていたバッテリー式のトリマーが壊れたため、国内メーカーだったため（中国産というのは目をつむる）、そして値段が安かったため購入
バッテリー式に比べ電池式というのはこんなにも軽いのかと驚いたが、他の人も書いているようにパワー不足を感じる
以前のバッテリー式だったら痛みもなく余裕で刈れたヒゲに対して、度々引っかかり痛みを提供してくれる
使い始めてすぐなため慣れてない可能性も考慮しもう少し使用を続けてみる

続報を待て",2,ja,JP,001_Beard_Mustache_Trimmers,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
JP_R000217,JP_R000217,URBANER,B001K85BN2,"○内蔵電池ではない為、ニッケル水素電池などの充電池を利用できること。
○長期旅行などに持って行く場合も、電池が手に入れば充電器を持って行く必要がない。
○小型で持ちやすく、買い換える前の同じシリーズもかなりの長期間利用できた。
○さっと水洗いできる為、衛生的。
△3ミリ単位でしか調整できないこと。",4,ja,JP,001_Beard_Mustache_Trimmers,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000218,JP_R000218,URBANER,B001K85BN2,"以前使ってた他社のと比べても劣らない。格段に良いとも言えないけど不満はないかな。お手頃価格で良いと思う。
リピートしても不満は無いくらいのレベル。
アタッチメントが3mmくらいからなのでそこはふまん",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
JP_R000219,JP_R000219,URBANER,B001K85BN2,"充電式は使えない国も有るかもなので、乾電池は何処でもあるからいいです。
パワーも問題ないし、松下だから安心🤗",4,ja,JP,001_Beard_Mustache_Trimmers,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000220,JP_R000220,URBANER,B001K85BN2,,4,en,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000221,JP_R000221,URBANER,B001K85BN2,電池ケースの部分の取り外しが固く取り外しずらいので返品し充電式の物に買い換えました,2,ja,JP,001_Beard_Mustache_Trimmers,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
JP_R000222,JP_R000222,URBANER,B001K85BN2,"ヒゲトリマー歴9年。
初代はフィリップスの充電式で3年半。
二代目はブラウンの充電式で5年半。
その経験上、今回は電池式にしました。

充電式のデメリット
①使用したい時に充電不足だとモーターの回転力が弱いので
　ヒゲを巻き込んだり均一にカットされなかったりする。
②かといって充電器に繋ぎっ放しにするとバッテリーの衰弱が早まる。
③使いたい時に充電が弱い時、充電器に繋いで満充電した頃には
　やりたい事の優先順位が変わりトリムする気が無くなっている。
④充電器を水回りに置いておくと水がかかった時が怖いので
　普段は閉まっておいて充電する時に引っ張り出す
　という事をしていたのでいちいち面倒くさい。
⑤2～3年するとバッテリー持ちが悪くなってくるので
　トリムしてる途中段階で切れ味が激減する事に度々イライラしていた。

今回の電池式ヒゲトリマーのメリット
①当たり前だけど電池を入れた瞬間からフルパワーの快適ヒゲトリム生活。
②充電式の様に充電器を必要としないので収納もスッキリ
　これはミニマリストの方には嬉しいと思う。
③以前使用していた充電式ヒゲトリマーよりも軽い、これは嬉しい驚きだった。
④電池式の場合、そもそも充電機構が無い分 値段が安い。

最期に今回の製品のデメリットを言うとすればミリ調整のアタッチメントですね
ボックス形状なのでブラシでの掃除がやりにくい。
そして最短は3ミリではなく2ミリにして欲しかった。
ヒゲの長さに、こだわりはそこまで無く今までは２ミリでトリムして
しばらく放置し伸びた頃にまたトリムするという感じでしたが
最短が３ミリだとトリムする回数が増えるので少々面倒くさいかなと､､､

そんな感じで概ね高評価なので✩4つとさせて頂きました。",4,ja,JP,001_Beard_Mustache_Trimmers,6,5,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,0,4,0,0,0,4,0,0,4,0,0,0,4,0,0,4,4,4,4,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0
JP_R000223,JP_R000223,URBANER,B001K85BN2,"あごひげ用に使用していますが、性能的には文句なし。安い割には良い。
但し、鼻の下用に使用している充電式の髭剃りに比べると少し電池の減りが早いような気がします。",4,ja,JP,001_Beard_Mustache_Trimmers,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000224,JP_R000224,URBANER,B001K85BN2,髭の長さを5段階で調整出来、アタッチメントを外しても使えてとても便利です。,4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
JP_R000225,JP_R000225,URBANER,B001K85BN2,"金額もそれなりなので、機能もそれなりです。
商品が到着し早速使おうとしましたが、電池が入っていない商品でした。
商品に電池代をプラスした金額で販売願いたい。直ぐに使えないのは✖。
　テレビを買ったけど、リモコンに電池が付いて無いのと同じ。
仕方なく電池を買ってきました。もちろんPanasonicの電池は買わないよ。",2,ja,JP,001_Beard_Mustache_Trimmers,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000226,JP_R000226,URBANER,B001K85BN2,"この商品はカバ―を外すと、かなり刈れるから、ヒゲソリ前の処理に使っています。
ジレットはヒゲが伸びると詰まって剃れなくなりますから、
この、商品でヒゲを短く刈って、剃るとスッキリ、詰まりません。
ジレットとの併用をお勧めします。",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000227,JP_R000227,URBANER,B001K85BN2,"週に１回程度、もみあげを処理するのに使っています。
清潔感が保てておすすめです。",4,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JP_R000228,JP_R000228,URBANER,B001K85BN2,"ヒゲトリマーにいちいち油を注さないときれがわるくなると説明書に書かれてましたが、
非常に面倒くさい。
２度と買いたくない！",1,ja,JP,001_Beard_Mustache_Trimmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
