review_id,product,review_text,review_title,rating,review_date,country,lang,rechargeable_design,blade_sharpness,blade_hair_pulling,motor_power_rpm,waterproof_rating_ipx8,adjustable_comb_settings,ease_of_use_overall,price_value_ratio
B016JNKVHI_187,B016JNKVHI,前使用していた日本メーカーの物と比べるとバッテリーがすぐなくなってしまいます。,使いやすいですがバッテリーがあんまり持たない気がします,3,2020-07-04,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_188,B016JNKVHI,Good,Good,5,2020-06-08,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_189,B016JNKVHI,Excellent product. You can even give yourself a Corona haircut with it. Love it.,Excellent product,5,2020-05-10,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_190,B016JNKVHI,すごく使いやすいです。長さの調整なども簡単で髭も髪も整えやすくオススメです,安定の使いやすさパナ,5,2020-04-11,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_191,B016JNKVHI,"Panasonic製のヒゲトリマーも劣化に伴い3台目の購入ですが、間違いなく進化してました。
これで数年間は安泰です。",進化してます,5,2020-04-08,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_192,B016JNKVHI,"バリカンを使用して髭にあてると、剃刀で剃った状態から２～３日後くらいの長さになります。
最初から髭の型が整っている人には無精髭に見えないくらいで、短めが好きな人には丁度良いかと思います。
付属のアタッチメントを使用して散髪もできます。自分で散髪すると耳の後ろが残ったり、後頭部のカット
に苦労しますが、安心して任せられます。髪の毛をカットするときに刃をあてる角度に少々慣れる必要があります。
しかし慣れてしまうと自分で角度を調整して長めに残したり短くしたりできます。
長く使用することを考えると、この値段は性能に対して高くないと思います。",散髪も可能,5,2020-02-02,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_193,B016JNKVHI,髭を揃えるだけでなく、いろいろ使えてとても良い製品でした。コスパGOODでした,コスパGOOD,5,2020-01-17,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_194,B016JNKVHI,"今までヒゲはハサミで適当に整えていたが、ある日突然問題意識に目覚め、amazonで購入。
今まで長さもバラバラでみっともなかったヒゲも綺麗に処理出来ました。
髪の毛も整髪出来て便利です。
現状、問題点は見つかりません。",便利です,5,2019-12-26,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_195,B016JNKVHI,"一番最初に買ったのがパナソニックの髭トリマー。10年近く使って壊れたのでフィリップスの髭トリマーに買い換えて
3年でプラスティックが劣化。持つと手がベトベトに。それで買い換えました。",買い替え,5,2019-11-24,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_196,B016JNKVHI,ヒゲを6mmにカットするのに買いました。使用前後にオイルを挿す必要があるが、それ以外は快調でダメなところが見当たらない。,ダメなとこがない,5,2019-11-13,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_197,B016JNKVHI,"小型ですがとても気持ちよくひげそりが出来ます。
特に鼻の直下の部分(以前の物はそり残しがでて困った)がきれいにそれる点が気に入っています。
耐水性は洗う時以外は試していませんので4としました。",小型でもよく剃れる,5,2019-10-08,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_198,B016JNKVHI,アタッチメントが3種類あって良い。使い分けができ気分的に良い。,良いと思われる。,5,2019-09-30,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_199,B016JNKVHI,"リチウムイオン電池で継ぎ足し充電できます。
また、30分で8割充電できるのですぐ使えます。
付属の刃のER9605はパナソニックの他の製品と比べてよく切れていると思います。
調節可能アタッチメントなので、毛の食いつきは余りよくないと思います。
パナソニック製品の中でも、長さ固定アタッチメントの方が、スムーズに毛が刃に当たって良いと思います。",継ぎ足し充電できるのがよい点,4,2019-09-07,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_200,B016JNKVHI,極めて短髪なのでバリカンとして使用してます 充電時間も短く満充電もわかるので 思い立ったときに使用出来て良いです,切れ味が良いです,4,2019-08-07,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_201,B016JNKVHI,とても刃の取り外しも簡単で水洗いもスムーズにできます,水洗いができていつも清潔感で使用できる,3,2019-07-04,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_202,B016JNKVHI,"気に入ったのは　ダイヤル式の長さの調整機能。左右に動く刃迄の距離で
長さを設定できるのが　ダイヤル式で0.5ミリ単位なので　１週間も剃らないと　ひげの長さがバラバラになっても
使用したあとは　切り揃えができて　芝刈り後のように長さがそろうのがよいです。

毎回毎回の使用の後の　刃や駆動部分への極少注油が　面倒ですが
切れ味キープの為なら　塩分多いひげには　仕方ないのだと納得させながら
注油してます。",細かい長さの設定が可能,4,2019-05-05,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_203,B016JNKVHI,its really good,awesome,5,2019-05-02,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_204,B016JNKVHI,"I upgraded to this trimmer from the Panasonic ER-GB40-S. I am overall very pleased with the GB74. The cut is NOT as close as the GB40, the GB74's guard is larger and thicker and prevents the trimmer blades from getting as close to the skin. With that said, the guard is very comfortable and gives a good feeling to the face, head and chin. The quality of the GB74 is excellent with a confidence-inspiring metallic texture (and whorled plastic back). This model is far superior to the GB40 in that it can be run with the charging cable attached. Charger is also 100-240V which is superior for travel. One major drawback is that the small precision trimmer cannot be deployed without removing the primary guard. For this reason I am not using the mini-trimmer, just the primary double blade trimmer. Overall this is an excellent product, the length adjustments are perfect and overall I find that the lengths are very usable and provide an excellent appearance. Highly recommended.","Excellent trimmer overall, with some caveats",4,2019-03-18,JP,,2,2,2,0,0,2,2,0
B016JNKVHI_205,B016JNKVHI,"以前使っていたのはphixxxxps(型番は忘れたけど
アタッチメントがやたら入ってたやつ)でした
使い心地に不満はありませんでしたが
充電池の損耗は期待に応えてくれませんでした
買ったばかりで充電池の寿命は期待値ですが、
切れ味良いです  頭と髭 両方で活躍してくれそうです",さすがパナ,5,2019-01-19,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_206,B016JNKVHI,3年ほど使ったER-GB40-Wから買い換えました。最初からこれにすれば良かった。ER-GB40-Wは充電式で、その電池が購入当初から絶望的に弱く、あごひげの手入れで使っているとフル充電後なのに2分もしないうちにキレがおぼつかなくなります。本製品は同じ用途でも電池容量に大きな差があるのかその兆候はなく、そもそもコンセント電源も使えます。刃のキレ味、長さ調節機構の精度などもかなり違う印象。,最初からこれを買えば良かった,5,2019-01-06,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_207,B016JNKVHI,"月に1回バリカンとしてそして2日に1回ひげトリマーとして利用している。
1回の充電で上記の使い方で1ヶ月は持ちます。
他社比べたが、コストパフォーマンスを高いと思います。
現時点では耐久性は未知数ですが、期待はしてます",バリカンとひげトリマーとして両立している,4,2018-10-30,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_208,B016JNKVHI,先端のアタッチメントが少し取り付けにくい感がありますが、髭の長さを正確に整えることができ気に入ってます。,顎髭の手入れにしとうしています。,4,2018-08-04,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_209,B016JNKVHI,"今までフィリップスのヒゲトリマーを使っていたのですが、刃を無くしてしまい
国内メーカーのものを買ってみました

しかしながら、アタッチメントであるカバーが痛いというか
肌触りが優しくありません
その後フィリップスの現行トリマーを買いましたが、肌触りが優しくてイイ感じ!!",参りました・・・,1,2018-04-28,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_210,B016JNKVHI,"高くも安くもなく、まあそこそこ満足出来るという、如何にもパナソニック的な商品。
刈るという事に関しては、特に不満は有りません。水流で洗えますが、凹凸が激しいので意外と洗浄は面倒です。",実用品としては◯,4,2017-11-03,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_211,B016JNKVHI,"顔のトリミングについては文句なしです。
ただし全身のトリミングをこれ一本で済ませるには少々出力に不安が残ります。
実際にこれで体毛を剃ると、所々で結構な量の毛が切断されず刃に引っかかってブチブチ抜けました。
全身がまんべんなく柔らかい毛質の方なら一本で全身に使えると思いますが、そうでない方は素直に適材適所のシェーバーを買ったほうが良いかもしれません。",悪くはないが思ったほどではない,3,2017-09-16,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_212,B016JNKVHI,"使いがってがよく、思っていた以上の性能です。
シルバーを買いましたが正解でした。
飽きもこなく持ち運びも楽々にできるので大変満足です。
ただ、3ミリでやったら2ミリぐらい？剃った感覚でした。
設定数−1って感じでした。",大変満足しております。,4,2017-06-04,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_213,B016JNKVHI,"ER223が動いたり動かなくなったりするので買い替えです。
型番は違いますが、刃は昔のが嵌まりました。使うことはないですが、こういうのはいいですね。
使い方としては、伸びたもみあげ、眉の調節、たまに伸ばすヒゲのトリム、すね毛の処理（冬場乾燥肌なのでワセリンを塗るため）
髪の毛には使いません。
前に比べて良い点。
・0.5mm単位になった。
・電源OFFしなくても長さ調節可能になった。
改善して欲しい点。
・アタッチメントがいつも付けづらい。
・ACアダプタはいらないんじゃ？この先はUSB-Cに統一して欲しい。髭剃りや電動歯ブラシもあるのでコンセントが足りない。
・ボディ用はなんで1.5mmなんだろう？調節できればいいのに。
・足の毛を処理してると持ち替えるので落としそうになる。ストラップがつくといい。

総合すると基本的には完成してるんでそんなに違いはないですが、電源だけはどうにかして欲しい。",10数年ぶりに買い替え,4,2017-03-26,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_214,B016JNKVHI,"アタッチメント交換で3役使えてとても便利。きわ剃りも付いてるので4役？
ただアタッチメントにA,B,Cとしか印字されておらず、髭と髪用のアタッチメントは型も似ており分かりにくいのでわかりすい印字がしてあると良かったと思う。",1台3役,4,2016-11-08,JP,,0,0,0,0,0,0,0,0
B016JNKVHI_215,B016JNKVHI,"なんとなくパナソニックというネームにひかれ、若干高値でしたが、こちらを購入しました。
ひげトリマーは初めて使うので他の商品と比べることができませんが、こんなものかなと思っています。
使い慣れてないせいか、あまり自分のイメージ通りにはならなく、ハサミも購入しました。",フィリップ製と迷いました,3,2016-08-08,JP,,0,0,0,0,0,0,0,0
B0742G961R_1,B0742G961R,まだ使い始めて1カ月くらいだが、使いやすいし、ゾリゾリという音も心地いいです。,パナソニックはいいね,5,2026-01-19,JP,,0,0,0,0,0,0,0,0
B0742G961R_2,B0742G961R,耐久性よし！,耐久性良し！,5,2025-11-06,JP,,0,0,0,0,0,0,0,0
B0742G961R_3,B0742G961R,退職後、髭を伸ばした主人へのプレゼントでした。すごく使いやすいし、バッテリーの持ちも良いと喜んでます。,性能、良いらしい！,5,2025-09-28,JP,,0,0,0,0,0,0,0,0
B0742G961R_4,B0742G961R,"パナソニックのトリマーに、髭専用と、頭髪と髭も兼用の、2タイプの機種がある事が理解出来て選択時の悩みが無くなり、即、この髭専用にしました。
リニア駆動、精密感、水洗い化、長年の実績。
これ1択ですね。",髭専用の精密性が良いですね。,5,2025-09-09,JP,,0,0,0,0,0,0,0,0
B0742G961R_5,B0742G961R,"作動前後の油を塗布するのが面倒なだけで普通に
良いと思います。",普通に良い。,4,2025-09-07,JP,,0,0,0,0,0,0,0,0
B0742G961R_6,B0742G961R,"メンテナンスは少し面倒ですが、使い勝手は非常に良いです。
長さ調整も細かく指定出来てこれも良いです。",日本製が一番！,5,2025-08-29,JP,,0,0,0,0,0,0,0,0
B0742G961R_7,B0742G961R,Execellent. Very happy. Recommend it.,Nice product,5,2025-08-19,JP,,0,0,0,0,0,0,0,0
B0742G961R_8,B0742G961R,色々な他社品を使用したがヒゲトリマーとしては最高,充電力が良い,5,2025-07-04,JP,,0,0,0,0,0,0,0,0
B0742G961R_9,B0742G961R,重すぎず握りやすいので、使いやすい。ずっとブラウンだったが、こちらに買えて正解。,安定の良品,5,2025-06-09,JP,,0,0,0,0,0,0,0,0
B0742G961R_10,B0742G961R,"The trimming is ver crisp, charging is fast and battery life is quite reasonable.",Definitely one of the best trimmers ever,5,2024-07-04,JP,,2,0,0,0,0,0,0,0
B0742G961R_11,B0742G961R,見た目より軽くて取りまわしやすい。表裏方向角度を変えても髭が噛むことがなく、スムーズに動かせる。カン高い作動音があるがすぐに慣れた。電池残量もわかりやすく、ケース付きがありがたい。男の小物として気にいっている。,地肌へのこすれ感がほとんどない。,5,2024-06-16,JP,,0,0,0,0,0,0,0,0
B0742G961R_12,B0742G961R,まずメーカーさんから選び商品説明を読んで見た目もシルバーでカッコ良かったので購入しました。微妙なひげの長さ調整から水洗いも出来てお手入れ簡単。充電時間も短く電池が切れるまでスムーズなカットも持続。購入して大変満足な商品でした。男性の魅力を引き出すお手入れ商品だと私なりの個人的見解を述べさせていただきました。パナソニックさん良い品物を開発していただきありがとうございました。,初めてのひげトリマー,5,2024-01-16,JP,,0,0,0,0,0,0,0,0
B0742G961R_13,B0742G961R,"海外の製品は色々と使いましたが耐久性がありません

これは大丈夫そうな感じですね",これは良い,5,2024-01-15,JP,,0,0,0,0,0,0,0,0
B0742G961R_14,B0742G961R,"カチカチッとはまる、ヒゲ長さ調整ダイヤルはデザインと質感が素晴らしいと思います。但し、実際に剃れるヒゲ長さは、少し短いです。
当たり前ですが、ツルツルまで剃りたい時は、電気又はT字カミソリを使いましょう。",切れ味◎,5,2024-01-12,JP,,0,0,0,0,0,0,0,0
B0742G961R_15,B0742G961R,以前使用していたメーカーの物よりも切れ味が良いです。,切れ味が素晴らしい,5,2024-01-06,JP,,0,0,0,0,0,0,0,0
B0742G961R_16,B0742G961R,"これまでフィリップス製トリマーを使っていましたが、年数が経ち充電に時間がかかる様になってきたので
パナソニック製のこの製品を購入しました。
実物を手にした時は、デカいなぁと感じましたが、リニアモーターならではと妙に納得。
私の場合、年齢も重ねて白い髭も目立つようになってきたのですが、柔らかい白髭でも絶妙な切れ味でした。
モーターの威力が大きいので、濃い髭の方は飛散が多いかもしれません。
髭トリマー専用機としては高価な部類かとは思いますが、使い続けてみようと思えるトリマーでした。",柔らかい髭でも絶妙に切れます。,4,2022-11-21,JP,,0,0,0,0,0,0,0,0
B0742G961R_17,B0742G961R,歯の前についているガードが良くないのか、剃りづらく思っているような長さでそろえることは至難。また、ガードの不具合のせいか、葉の上に髭のカスが溜まって切れ味がますます落ちてくる。ただ、さすがパナソニック、バッテリーの持続時間は満足している。,剃り難い。ただ、バッテリーは長持ち。,2,2022-11-10,JP,,0,0,0,0,0,0,0,0
B0742G961R_18,B0742G961R,2.5㎜で使っていますが、幅も持ち手も大きすぎて使いにくい。これはバリカンであって、ヒゲトリマーではないと思います。大きすぎてエラ部分が剃りにくく、剃り残しが出まくり。しかもパワーが強すぎるからか、剃ると1メートル四方くらいに剃ったヒゲが四散するので洗面台がヒゲだらけになって毎回掃除が大変。洗面所以外では使えないし、旅先に持っていくなんてもってのほか。キワゾリアタッチメントもそもそも本体が大きすぎてなんの役にも立ちません。ER-GD60-Kみたいなのの方が良いと思います。,剃った髭が散乱するし、大きすぎて使いにくい,2,2022-11-05,JP,,0,0,0,0,0,0,0,0
B0742G961R_19,B0742G961R,"リニアモーター最高です！

リニアモーターは、 Panasonicの業務用ヘアバリカンなどで採用されているだけあり、かなり使用感が良いです！

-----注意点-----
アタッチメント付属2種

・ディテールアタッチメント
刃の先端のみでカットできるので、狭いところもお手入れしやすいです。
※刃の際5mmのみで切れるようにするフードです
・刈り高さアタッチメント(1〜10mm)
10mm以上で整えるユーザーは、ヘアカッターモデルを選ぶしかないですね。

【別売】
ヒゲトリマー替刃（ER9621）
メーカー希望価格　税込3,190円
-----

替え刃が安いのはランニングコストを抑えられていいですね！

リニアヘアカッター（ER-SC60-S）の方が実売価格で2〜3,000円程度安価です。
ディテールアタッチメントがなくてもいいかたは、リニアヘアカッターでもいいかもしれません。
リニアヘアカッターだと25mmまでアタッチメント付属しているため、利便性も高い印象です。

※2022/07/16
誤記載を発見したため、全体的に修正しました。",リニアモーター最高！,5,2022-06-27,JP,,0,0,0,0,0,0,0,0
B0742G961R_20,B0742G961R,"I've had mine for about 1.5 years now. I use it 1-2 times a week and charge it about every 5 uses. It is easy to use and does exactly what it should do. I used to use the Panasonic GB-74-S, but this is much better. My only ask would be if they could give two guards, one for 1-10MM length and one for 11-20MM length like the 74-S. Either way, it's quality and I don't think there is a better one on the market (I've tried a few).",Great Trimmer,5,2021-12-01,JP,,0,0,0,0,0,2,2,0
B0742G961R_21,B0742G961R,以前もパナソニックのヒゲトリマーを使っていたのでこの製品にきめました。前のタイプ(２０１１年製)よりあごひげが剃りやすいかな！運転音はあまり気になりません。,使いやすい！！,5,2021-08-09,JP,,0,0,0,0,0,0,0,0
B0742G961R_22,B0742G961R,肌に優しく剃り味が最高です！,剃り味,5,2021-08-09,JP,,0,0,0,0,0,0,0,0
B0742G961R_23,B0742G961R,"現在のトリマーのバッテリーが一回分もたないため騙し騙し使用していましたが、我慢できず購入しました。
1mmスタートでそこから0.5mmごとに調整できます、最大で10mmまでですね。いい仕事してくれます、バッテリーも当たり前ですが長持ちしてくれます。",はやく買っておけばよかった,5,2021-07-14,JP,,0,0,0,0,0,0,0,0
B0742G961R_24,B0742G961R,"【デザイン】

とてもすっきりしていて良いです

【使いやすさ】

十数年ぶりに新品を買いましたが、さすがに切れ味も握りやすさもバッテリーもすべて進歩していて使いやすいです

【維持費】

充電の電気代だけなので

【総評】

30年以上使用している製品で、毎日使うわけではありませんが、これだけ進歩していると、とても楽です",昔から使用している物なので、とても進化を感じます,5,2021-07-04,JP,,0,0,0,0,0,0,0,0
B0742G961R_25,B0742G961R,"4台目のパナソニックのヒゲトリマーです。
リチウムイオン電池とリニア駆動で力強いです。
今まで逃げて残っていた髭もきれいに剃れました。",今までの物とは別物,5,2021-04-21,JP,,0,0,0,0,0,0,0,0
B0742G961R_27,B0742G961R,"・以前からパナソニックのヒゲトリマーをバリカン用途で使っていたが、バッテリ寿命が短くなり、こちらを購入
・切れ味はよい。パナソニックの業務用バリカンと同じぐらい。
・パナソニックに限らず、業務用バリカンは切れ味はよいものの防水性がなく、無理に使用すると錆びる。
　その点、ヒゲトリマーは防水性があるので、バッテリと刃がもつ限りは使用できる。
・ER-GB74-Sのようにバリカン前提の機種と比べると幅が狭く、往復数は増える。",切れ味はよく、防水性もあるので使いやすい,5,2020-07-26,JP,,0,0,0,0,0,0,0,0
B0742G961R_28,B0742G961R,"使いやすい。
よく切れる。",軽い,5,2020-04-07,JP,,0,0,0,0,0,0,0,0
B0742G961R_29,B0742G961R,10年使っていた全モデルの寿命に合わせて購入。モーター音は前と違うので、ちょっと違和感ありますが、切れ味、バッテリーなどは前にも増して使いやすい。,早く買い換えればよかった,5,2020-04-04,JP,,0,0,0,0,0,0,0,0
B0742G961R_30,B0742G961R,今まで眉毛等の整え用のもので髭の手入れをしていましたが、時間がかかりめんどくさくなり、専用のものを購入しました。時間がかからず、期待通りのものでした。耐水性に関しては水洗いぐらいしかしていないのでわかりません。電池はよく持つとおもいます。,使いやすい。,5,2019-08-01,JP,,0,0,0,0,0,0,0,0
B0742G961R_31,B0742G961R,"今まで、フィリップス QT4022Nを利用してましたが、バッテリーが死んで、AC接続(交流)状態でも動かなくなったので新調しました。
若干値段も高かったですが、充電時間とリニアモーター、そしてメーカーサイトの売り文句「寝たヒゲ・くせヒゲもカットする""ナロー刃""」に惹かれて思い切って購入してみました。

早速充電し、電源を入れてみてまず思ったのが「音が怖い！」（笑）
※音が大きいとかではなく、勢いが凄くてブンブン回ってる感じですので、悪い印象ではありません。
確かに、充電前にちょっと電源入れた時と、フル充電で電源入れた時とで違いはなさそうです。
これがリニアモーター？

肌（髭）に当ててみての第一印象は、髭の引っ張られ感はゼロで、軽く髭が散っていく感じで心地良いです。

そして、実際にトリミングを終えて感じたのが、""ナロー刃""の威力！
以前のフィリップスだと、同じ個所を何度当てても残り髭が刈られるチリチリ音があり、縦から当てて、横から当てて、斜めから・・・反対の斜めから、みたいに結構神経質に何度も当ててましたが、
こいつはたった1～2度当てた場所は、残り髭を刈る音がほぼ無く、横に寝てる癖髭も刈ってくれる感じです。
これ凄いです！感動しました！（笑）
髭トリミングの時間を大幅に短縮出来ます！！

★のマイナスにはならない程度の難点もあって、使用前後に油注せ！との事です・・・
あと、ディテールアタッチメントの使い方がイマイチ良く解りません（笑）",これは凄いかも,5,2019-05-03,JP,,0,0,0,0,0,0,0,0
B0742G961R_32,B0742G961R,"リニアモーターで充電が少なくなってきても切れ味はとてもいいです。
高さも0.5mm単位でダイヤル調整できて操作も楽だし、アタッチメントを使えばかなりいろいろデザインが楽しめます。
お風呂場でも使えて水洗いもできるのもいいです。

ただ、アフターメンテナンスで毎回刃に注油しなければならないというのが面倒だと思いました。
アフターメンテナンスが少々面倒くさくても切れ味を重視したいこだわり派の方にはいい商品だと思います。",こだわり派にはいい,4,2018-02-01,JP,,0,0,0,0,0,0,0,0
B0742G961R_33,B0742G961R,"かなり切れ味がよく綺麗に刈れるので、このまま頭までバリカンみたいに刈れるのでは？
と思ってやってみましたが、刈り残しがでて綺麗に刈れませんでした。
ヒゲトリマーですから当然なのですが、ヒゲと頭髪ではやはり質が違うのか…。
何でか解りませんがヒゲはとてもよく刈れますよ。ヒゲトリマーなので。
横回しのダイアル式で簡単に長さ調節ができ便利です。
水洗いの穴で簡単に洗えるものの、風呂場とかでも使える完全防水にして欲しかったです。
音もチョット大きめ。オイルのお手入れもチョット面倒です。
大手パナソニックのお値段高めの製品にしてはちょっと不便かな。
性能重視で利便性が悪いような気がします。
刈り味が良いなら多少の手間もかまわん、という人に。",性能重視でお手入れにひと手間,3,2018-01-25,JP,,0,0,0,0,0,0,0,0
B0742G961R_34,B0742G961R,トリマー本体もモーター駆動音も、はじめのうち少々おおきく感じましたが、使っているうちに慣れました。ひげを整えるのに毎回５分ほどかかりますが、モーターの弱くなる心配をせずに利用できるのはありがたいです。スタイリッシュで高級感があり、性能もたいへんイイのですが、価額面でもう少し勉強してもらえると、なおありがたいのだが・・・という思いです。,スタイルも性能もたいへんイイ,4,2018-01-23,JP,,0,0,0,0,0,0,0,0
B0742G961R_35,B0742G961R,"充電が切れるまで速度が落ちないリニアモーター駆動なので、
ハイパワーのまま最後まで効率良くスムーズにカットできます。

切れ味も良く、すっきり気持ちよくカットできます。
充電は１時間でフル充電で１時間使用できます
完全防水ではありませんが、刃を外さずに洗えます。
充電スタンドが付いているので、洗面所にいつでも置いておけます。",切れ味抜群、充電切れまで速度が落ちないリニアモーター駆動,4,2018-01-21,JP,,0,0,0,0,0,0,0,0
B0742G961R_36,B0742G961R,"トリマー使うのは 初めてですが、こちらのパナソニック リニアヒゲトリマー 電源オンしてみたら 音が大きいのが少し気になる所ですが 切れ味が良い というか 一発で刈ってくれるのが とても気に入っています。長さの調整はダイヤルで かなり正確に刈ることが出来ます。思ったより使いやすくて 短時間でヒゲの処理出来るのが楽でした。
水洗いも出来るのも助かります。",思ったように仕上がる,5,2018-01-13,JP,,0,0,0,0,0,0,0,0
B0742G961R_37,B0742G961R,"『リニアモーター』を搭載した日本製のヒゲトリマーです。構造的にはバリカンと同じ。バリカンをヒゲのカットに最適化した物が『ヒゲトリマー』と考えてもらえばいいと思います。最後まで回転数の落ちない「リニアモーター」と、日本製ならではの鋭い「刃」。抜群の切れ味でスパスパとカットが出来て気持ちが良い。日本製らしく精度感も高く、ヒゲの細かなディティールも思い通りにカットできます。刈り高は0.5mm単位で1mm~10mmまで調整可能。本体中央の大きなダイヤルで操作も容易。本体は防水仕様になっておりお風呂場での使用もOK。水洗いも可能。さらに本機ならではの特徴として「ウォータースルー洗浄」があります。これは本体背面に洗浄用の入水口が用意されており、刃を本体に付けたままでも流水で徹底的に洗い流すことができて非常に便利で、常に清潔に保てます。携帯用ポーチとしてヒゲ剃りには珍しいスエード調のオシャレな物が付属しています。

面倒に思ったのは使用毎に刃への注油が必要なことと、細部をカットする際は専用の「ディティールアタッチメント」に交換する必要があること。私が今使っている海外メーカー製ヒゲトリマーはオイルレス仕様で注油の必要がなく、細部のカットもアタッチメントを外して刃を回転させるだけでOKなので比べると、そこだけ不便に感じました。日本製らしく、独創的発想を注ぎ込むのではなく、既存製品の完成度を突き詰めたのが本機と言う印象。何より切れ味とディティールを重視する人にお勧めの日本製ヒゲトリマーです。",切れ味抜群の日本製リニアヒゲトリマー,4,2018-01-09,JP,,0,0,0,0,0,0,0,0
B0742G961R_38,B0742G961R,"音が甲高いのが最初は気になりましたが
慣れれば平気です。
長さが調節しやすく、ヒゲにこだわる人にはぴったり。
パナソニックのバリカンとも合わせて使ってますが
バリカンも長く使っていて優秀なので、
さすがの信頼できるメーカーです。",信頼のメーカーです。,5,2018-01-07,JP,,0,0,0,0,0,0,0,0
B0742G961R_39,B0742G961R,"ダイヤルで簡単に長さ調整が出来ます。(１～１０ｍｍまでで０．５ｍｍ単位で調整)
充電は付属のACアダプターかACアダプターに接続するタイプの充電スタンド。
刃の耐久性ですが自分はパナソニックの家庭用バリカンを常用してて耐久性は割とよく長く使えるので
同じメーカーなのでいいのではないかと思います。
普通の髭剃りも、そんなに深剃りは出来ませんが無精ひげを処理する程度には出来るので急いでる時なんかにはいいのではないかと思う。
普通のシェーバーみたいに水やシェービングフォームを使わなくても出来るので。
本体とアダプターが入る黒のソフトケースが付属しています。",まあ,4,2017-12-27,JP,,0,0,0,0,0,0,0,0
B0742G961R_40,B0742G961R,"さすが高級機種らしく、使い勝手が良い。
そった部分を何回も繰り返す事なく、一回で思うようにそれる。
アタッチメントはダイアル式で長さを変える事が出来、すごく便利
写真の見た目より本格的な商品です",かなり使い勝手良い,4,2017-12-24,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_1,B07CYQVK16,"最初、電池を入れてスイッチを入れても動きませんでした。
アタッチメントを外してスイッチを入れモーターが動くことを確認後
アタッチメントを取り付けたら動きましたが、なんか弱々しい（動きが渋い感じ）。
髭の形を整えるのに買ったのですが、切れ味は問題ないようですが、振動が大きく
使用後すごくヒリヒリする。あと、作動音がビィ～～～ンと耳障りでうるさい。
買い替えを検討中",イマイチ,2,2024-08-06,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_2,B07CYQVK16,"思った以上に長いヒゲの対応シェーバー。
短いヒゲはワンパターンしかない
剃り方にはコツが必要",使い方,2,2024-07-31,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_3,B07CYQVK16,"シェーバーの刃が取り付けられておらず、自分で付けるのがかなり手間。
5回程度使うと刃が動かなくなり、また分解して付け直す手間がかかる。
かなり残念です。",買わなければ良かったかも,1,2024-01-05,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_4,B07CYQVK16,5回程度使用。電池を交換しても動かず。,1ヶ月で壊れた…,1,2023-12-26,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_5,B07CYQVK16,箱を開けて電池を入れるが動かず。新しい電池をわざわざ買いに行き再度試すが動かず。プラスマイナスどっちも試しました。結局動かないものを買わされ箱の中にカスタマーサポートなどの問い合わせ等も書いてなかったためマイナス☆5です。どこに言えばいいかも分けりません。もーここのブランドは買いませんし知り合いにも買わないことをおすすめします。,不良品,1,2023-12-05,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_6,B07CYQVK16,以前まではカミソリと専用のハサミで済ませていたが危なっかしい面倒くさいで頻繁にできてなかったが、こちらのフェイスシェーバーは一本で完結するため準備にも時間を取られないし本体の手入れも簡単でした。,眉毛を整えるのに購入しました。,5,2023-09-06,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_8,B07CYQVK16,全身に使ってます。毛質が太くても切れ味が良いので剃りやすいです。,切れ味抜群,5,2023-05-19,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_9,B07CYQVK16,"軽いし、長さの調節も丁度良く出来ていいですね。
単３電池で、充電器のコードの増えもなく楽です。",整える！,5,2023-02-01,JP,,0,0,0,0,0,0,0,0
B07CYQVK16_10,B07CYQVK16,音が気になりますが、キレイに剃れます。,初めて買いました。,3,2022-07-23,JP,,0,0,0,0,0,0,0,0
