review_id,unit_id,brand,product,review_text,rating,lang,country,review_date,power_source_type_salience,rechargeable_design_salience,usb_c_charging_salience,charging_dock_base_salience,battery_type_aa_salience,battery_type_aaa_salience,battery_included_salience,battery_life_duration_salience,wall_plug_included_salience,motor_origin_salience,blade_material_japanese_steel_salience,blade_sharpness_salience,blade_hair_pulling_salience,motor_power_rpm_salience,blade_width_salience,blade_replaceable_salience,ceramic_blade_salience,cutting_precision_salience,foil_shaver_head_salience,waterproof_rating_ipx8_salience,shower_use_safe_salience,rinse_under_tap_salience,wet_dry_dual_use_salience,num_grooming_functions_salience,beard_trimming_function_salience,nose_hair_trimming_function_salience,ear_hair_trimming_function_salience,eyebrow_trimming_function_salience,mustache_trimming_function_salience,sideburn_trimming_function_salience,chest_body_hair_function_salience,peach_fuzz_removal_salience,pet_grooming_function_salience,haircutting_head_function_salience,adjustable_comb_settings_salience,min_cut_length_mm_salience,max_cut_length_mm_salience,guide_comb_variety_salience,stepless_adjustment_salience,speed_settings_salience,pen_shaped_design_salience,product_weight_g_salience,grip_ergonomics_salience,handle_slipperiness_salience,compact_size_salience,color_style_aesthetics_salience,protective_cap_cover_salience,dust_proof_cover_salience,blade_head_storage_base_salience,travel_suitability_salience,carrying_case_pouch_salience,storage_box_tray_salience,cordless_during_use_salience,total_attachments_count_salience,cleaning_brush_included_salience,maintenance_oil_included_salience,spare_blade_included_salience,instruction_manual_quality_salience,rounded_blade_tip_salience,painless_operation_salience,skin_friendly_blade_salience,low_noise_operation_salience,low_vibration_design_salience,build_quality_perception_salience,product_longevity_salience,plastic_material_quality_salience,motor_durability_salience,attachment_fitment_salience,ease_of_use_overall_salience,ease_of_cleaning_salience,head_change_ease_salience,on_off_switch_design_salience,initial_setup_ease_salience,gift_packaging_quality_salience,gift_suitability_men_salience,gift_suitability_women_salience,box_presentation_salience,price_value_ratio_salience,budget_tier_positioning_salience,competitor_brand_comparison_salience,primary_user_gender_salience,unisex_suitability_salience,beginner_friendliness_salience,couple_shared_use_salience,professional_home_positioning_salience,blade_small_head_size_salience,rotary_blade_type_salience,integrated_length_dial_salience,product_listing_accuracy_salience,brand_trust_loyalty_salience,repeat_purchase_intent_salience,cut_smoothness_salience,operation_vibration_feel_salience,thick_hair_handling_salience,trimming_evenness_salience,grey_hair_handling_salience,close_shave_capability_salience,fine_hair_precision_salience,social_gifting_context_salience,shareable_between_partners_salience,battery_independence_salience,narrow_cutter_head_salience,attachment_nose_head_size_fit_salience,product_dimensions_size_salience,battery_cover_ease_salience,multi_use_versatility_score_salience,maintenance_requirement_salience,waterproof_body_full_salience,grooming_kit_completeness_salience,lightweight_design_salience,eyebrow_comb_attachment_salience,quick_touch_up_design_salience,product_perceived_premium_salience,grooming_angle_control_salience
R00327,R00327,Panasonic,B001K85BN2,"3-15mmまで３ｍｍ毎の調整ですが、まあ、十分でしょう。
それ以上短くしたければ、アジャスタをとって剃るといいです。

ただ、オイルが高い。毎日のことですから、あの高価なオイルを
いちいち買う（50㏄で1000円）のもどうかと思います。
替刃、オイルそれぞれ1000円なので、オイルが切れたら
寿命まで使うか、500㏄で1000円程度の流動パラフィンを
別途購入するかですね。",3,ja,JP,2018-07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0
R00328,R00328,Panasonic,B001K85BN2,もっと短い長さでのトリミングができたらいいのに。。。それだけ残念。,3,ja,JP,2018-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
R00329,R00329,Panasonic,B001K85BN2,15歳からバリカンやヒゲトリマー使っているけどその中の1番クソだった。マジでこれを買うんじゃなかった。微調整は全くできない、毛も引っ張ってしまう、持つだけでアタッチメントが取れる……3mmで使ってみたんだけど、全然うまく切れずヒゲを全部剃る事になってしまった。おススメできない,1,ja,JP,2018-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0
R00330,R00330,Panasonic,B001K85BN2,"機能は問題ないですが、単四電池2本で10回程度使用可能というのは、けっこうコスパ悪いです。
電池も安くないので、充電池式にしとけば良かったと思ってます。",3,ja,JP,2018-03-27,6,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00331,R00331,Panasonic,B001K85BN2,まだ使い始めてまもないので、まだよさがわかりませんが、手ごろな価格で良い商品だと思います。,3,ja,JP,2017-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00332,R00332,Panasonic,B001K85BN2,"あれこれ機能がついていないのが良い。
ただ、3mmにはカットできない。5mmといったところか。
3mmはつまめないはず。
毎回油をさせというが必要か？",3,ja,JP,2017-11-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0
R00333,R00333,Panasonic,B001K85BN2,"アタッチメントが使えない
3mmにしてもほかの製品と比べて3mm以上あるし、全然髭をひろえなくて、切れてない髭が結構ある。
値段安いだけあって相応の商品ですね",1,ja,JP,2017-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
R00334,R00334,Panasonic,B001K85BN2,旧パナの髭トリマーからの買い替え。10年以上使用して、壊れかけてので購入。3mm以上からしか剃れないことが購入後に判明。古いのは1mmからだだっので勘違い。自分が悪いが、もう少し短く剃れるといい。製品自体は軽くて使いやすい。,2,ja,JP,2017-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
R00335,R00335,Panasonic,B001K85BN2,"フィリップスのトリマーが４年目にして壊れ、早速の新規購入。　　前のトリマーは髭の長さの調節も切れ味も何の問題もなく使えたので、どこのメーカーも同じなのだろうと・・ならば、初の国産にしてみるかぐらいのノリが甘かった・・・
髭を伸ばしたりすることも多い私・・たまに３mmぐらいに切りそろえるタイミングがあります。
　長さ調節のアタッチメントをつけて切ると、全く切れないことが判明・・　　アタッチメント付近で髭がカールしてアッッタチメントに入って行かず、切れる髭、切れない髭が出て、結局、アタッチメントを外して手動判断のカット。　刃はとても切れるのですがアタッチメントの性能不良のせいか、長さ調整の機能が全く意味をなさない・・　　細かい長さを調節するところは結局、はさみを使う始末。
フィリップス時代は長くなってカールした髭もグイグイ切れ、長さも繊細に揃ったのに・・・・パナソニック。。残念です。
友人が欲しいというので彼に譲り、またフィリップスを再購入します。　　ちょっと、髭を伸ばし気味の方や、カールしがちな髭の方には、こちらの機種・・ひょっとしたらメーカー全体がそうなのかも・・・お勧めしませんね。",2,ja,JP,2017-08-22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
R00336,R00336,Panasonic,B001K85BN2,パワーが足りないですね。剃れない事はないです。ヒゲの柔らかい方なら良いかも,2,ja,JP,2017-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00337,R00337,Panasonic,B001K85BN2,パナソニックの商品で、安心して買いましたが、1ｍｍ、2ｍｍには対応してないし、3mmでもは全く毛に当たらないので、使い物になりません。買わないほうが良いです。,1,ja,JP,2017-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
R00338,R00338,Panasonic,B001K85BN2,1ｍｍ、2ｍｍには対応しておらず買いなおす羽目になりました。,1,ja,JP,2017-05-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00339,R00339,Panasonic,B001K85BN2,"正直あまり満足してません。
自分は３ミリで使ってるのですが、高さはバラバラな気がします。
あと３ミリが一番短いので個人的には長すぎると思います。
どうせなら０．５ミリから調整できればいいのに。
結局、最終的にはシェーバーやハサミを使って整えてます。
残念。",2,ja,JP,2017-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00340,R00340,Panasonic,B001K85BN2,小型軽量で便利ですが、毎日の仕様目的だと髭の濃い人にはバリカンのパワーが少ない気がします。最低3ミリも、もう１段階下があればと思います。,1,ja,JP,2017-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
R00341,R00341,Panasonic,B001K85BN2,"購入後5年以上が経過していますが、今でも問題なく使用できています。
ただ長さが調整が細かく出来ず、また最短の長さが3mmというのがネックで買い替えを考えています。
3mmというのは思った以上に長いので、購入の際は自分がどの位の長さにしたいのか、よく検討した方が良いと思います。
更にコーム部分の形状のせいなのか、余りカットの効率も良く無いです。",3,ja,JP,2017-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
R00342,R00342,Panasonic,B001K85BN2,製品自体は良いのですが、毎日使うものなのに、毎回オイル・メンテが必要なところが・・・？もう少し簡単なメンテで済ませられないでしょうか？,3,ja,JP,2016-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
R00343,R00343,Panasonic,B001K85BN2,"コンビニ振り込みで火曜日に入金。木曜日早朝に出荷通知が届いた。金曜か土曜には届くと思っていたら、木曜昼に到着(゜ﾛ゜;ﾉ）ﾉ
熊本県でも当日配送が可能になったとは驚き(*_*)
商品は問題無しです。6ミリでぴったり。",3,ja,JP,2016-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00344,R00344,Panasonic,B001K85BN2,３ミリ以上ですが、２ミリが必要に思います。そのような層もいますので。　２ミリからの対応だったら５つ星です。,3,ja,JP,2016-11-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00345,R00345,Panasonic,B001K85BN2,私は短く刈り込む方ですが　広く面をあてようとするとカットの性能にやや難があります。,3,ja,JP,2016-09-27,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00346,R00346,Panasonic,B001K85BN2,"使い易さやメンテナンスし易さに長けている。
反面、先端の刃の稼働部分が緩みやすく耐久性に欠けている。
3年と持たない。",3,ja,JP,2016-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
R00347,R00347,Panasonic,B001K85BN2,もう8年以上使っています。このパナソニックのヒゲトリマーはとっても良いと思います。,2,ja,JP,2016-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00348,R00348,Panasonic,B001K85BN2,犬用に比べて力が弱すぎます。本当に微力という感じで意味がない。買わなければ良かったです。,2,ja,JP,2016-06-23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00349,R00349,Panasonic,B001K85BN2,"長さが長い？、、、ブラウンのヒゲトリマーを所有してます。出張が多いので現地用に当商品を購入しましたが、、、ブラウンのミリ設定とは違う様です。ブラウンで3ミリで切って二日後に3ミリで切ってもかすりもしません。通常ヒゲは1日0.2ミリと言いますから、、、ブラウンの3.4ミリよりも長いとの事になります。その辺は測る位置などにより各社の許容範囲だとは思いますが、、、、私は顎2ミリ、口ひげ3ミリが気に入っているのでこの商品の3ミリは相性が悪いです。しかも、段階設定も実用的ではないと思います。
結局出張先の襟足などに使っています。",3,ja,JP,2016-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
R00350,R00350,Panasonic,B001K85BN2,電池式のこの価格帯なのであまり期待せずに買いましたが予想通り、という感じです。3ﾐﾘ刻みで3ﾐﾘ～15ﾐﾘの5段階で長さを調節出来るのは有り難いのですが、長さの違いが解りにくいです。自分は髭が太くややクセ髭なので余計にそうなのかも知れませんが何度も同じ箇所に当てても整いません。モミアゲや眉等クセのない毛はスムーズに手入れ出来ます。細い～普通の髭の方は便利に使えるのかな、という印象です。,3,ja,JP,2016-04-14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0
R00351,R00351,Panasonic,B001K85BN2,"他の商品を使用したことは無いがハサミとは雲泥の差がある。
私には全くの無意味な商品でした。",1,ja,JP,2015-12-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00352,R00352,Panasonic,B001K85BN2,普通に使っていて問題なしです、ただひとつ洗浄が面倒です、分解清掃するので,3,ja,JP,2015-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00353,R00353,Panasonic,B001K85BN2,"ペットの肉球周りのトリミングに購入。
切れ味は問題ありませんでしたが、犬が拒絶。とほほ・・・。",3,ja,JP,2015-05-26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00354,R00354,Panasonic,B001K85BN2,"パッケージにある３ｍｍのカット画像よりも
かなり長めに残ります。

３ｍｍというと、「ちょっとジョリジョリ」という感じだと
思っていたのですが、この製品の３ｍｍは「もじゃもじゃ」です。
私は「ジョリジョリ」にしたかったので、合いませんでした。

短めをご希望の方は、再考された方がいいです。
それ以外は、コスパの良い製品だと思います。",3,ja,JP,2015-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R00355,R00355,Panasonic,B001K85BN2,"乾電池式、単四を2本使用。
電池さえあればどこでも使えるのはメリット。家でしか使わない場合は、充電式やコードタイプの方が重宝しそうだ。
硬いヒゲでも難なく刈り取れるので、刃はそこそこ立派なのだろう。
長さ調節は3㎜～。",3,ja,JP,2015-04-29,6,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
R00356,R00356,Panasonic,B001K85BN2,"他の方も書かれていますが、短くそろえる場合には全く問題ありません。
6mm以上の設定で切ろうとすると、毛を上手く取り込まず、全くと言っていいほど切れません。
揃えられないと表現した方が良いでしょうか。",3,ja,JP,2015-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
R00357,R00357,Panasonic,B001K85BN2,もう一段階短く出来ると良かったのですが。刈り高調整のカートリッジを外して使用しています。,3,ja,JP,2015-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
R00358,R00358,Panasonic,B001K85BN2,長さ調節が、３ｍｍの次が６mmで一番使いたいところが開いてしまって使い勝手が悪い。,2,ja,JP,2015-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
R00359,R00359,Panasonic,B001K85BN2,"３ｍｍ間隔では好みの長さにそろえることができない。
せめて１ｍｍ間隔でないとダメかな。",2,ja,JP,2014-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
R00360,R00360,Panasonic,B001K85BN2,肌さわり、使い勝手ともに舶来のものには劣る。値段の割からまあまあか？,3,ja,JP,2014-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
